Car_ID,Brand,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Condition,Price,Model,Vehicle_Age,Mileage_Per_Year,Price_Tier,Mileage_Bracket
537,Audi,2017,2.1,Diesel,Automatic,6050,Used,63548.0,A3,9,672.22,Mid-Range,<50k
538,Mercedes,2007,1.9,Hybrid,Manual,175024,New,19740.18,E-Class,19,9211.79,Budget,150k-200k
539,Tesla,2002,5.1,Petrol,Manual,270628,New,59783.97,Model X,24,11276.17,Mid-Range,200k+
540,Tesla,2008,2.4,Hybrid,Automatic,184750,Used,83495.58,Model S,18,10263.89,Premium,150k-200k
541,Toyota,2019,5.6,Diesel,Manual,31323,New,9039.84,RAV4,7,4474.71,Budget,<50k
542,BMW,2005,5.8,Electric,Automatic,86332,Like New,44875.96,5 Series,21,4111.05,Mid-Range,50k-100k
543,Audi,2009,3.9,Electric,Manual,255540,Used,48799.65,A3,17,15031.76,Mid-Range,200k+
544,Toyota,2020,1.7,Diesel,Manual,254547,Used,80151.85,Prius,6,42424.5,Premium,200k+
545,Honda,2009,2.9,Diesel,Automatic,272459,Used,49451.99,CR-V,17,16027.0,Mid-Range,200k+
546,Honda,2012,5.0,Diesel,Manual,157591,Used,58915.9,Accord,14,11256.5,Mid-Range,150k-200k
547,Toyota,2016,2.8,Petrol,Automatic,271251,New,80164.4,Prius,10,27125.1,Premium,200k+
548,Tesla,2008,1.4,Hybrid,Automatic,55781,Used,58177.06,Model S,18,3098.94,Mid-Range,50k-100k
549,Honda,2016,3.8,Hybrid,Automatic,266013,Used,39038.44,Accord,10,26601.3,Mid-Range,200k+
550,Mercedes,2023,5.2,Hybrid,Manual,7971,New,13155.02,C-Class,3,2657.0,Budget,<50k
551,Mercedes,2008,5.0,Diesel,Manual,254927,Used,74341.98,GLC,18,14162.61,Premium,200k+
552,Toyota,2008,1.9,Hybrid,Manual,287795,New,87758.12,RAV4,18,15988.61,Premium,200k+
553,Audi,2000,4.4,Diesel,Automatic,23446,New,97156.13,A4,26,901.77,Premium,<50k
554,Audi,2001,2.1,Petrol,Automatic,257419,Used,93026.99,A4,25,10296.76,Premium,200k+
555,Toyota,2015,2.1,Electric,Manual,169180,Like New,80754.7,Corolla,11,15380.0,Premium,150k-200k
556,Audi,2000,5.4,Diesel,Manual,3823,Used,66129.83,Q5,26,147.04,Mid-Range,<50k
557,Tesla,2009,2.2,Diesel,Automatic,144526,Like New,79238.71,Model X,17,8501.53,Premium,100k-150k
558,Tesla,2017,2.3,Electric,Manual,135004,New,46047.95,Model X,9,15000.44,Mid-Range,100k-150k
559,Audi,2007,1.0,Electric,Automatic,205162,Like New,61503.74,A4,19,10798.0,Mid-Range,200k+
560,Mercedes,2020,5.4,Petrol,Manual,67965,Used,38126.48,GLA,6,11327.5,Mid-Range,50k-100k
561,Audi,2010,5.0,Hybrid,Automatic,272654,Used,36037.38,Q7,16,17040.88,Budget,200k+
562,Tesla,2022,4.1,Diesel,Manual,141609,Like New,76885.72,Model X,4,35402.25,Premium,100k-150k
563,Ford,2001,4.8,Hybrid,Manual,105935,Used,48123.61,Explorer,25,4237.4,Mid-Range,100k-150k
564,BMW,2007,1.8,Diesel,Automatic,233705,Like New,25155.32,X5,19,12300.26,Budget,200k+
565,Honda,2021,3.3,Petrol,Automatic,253978,New,24184.13,CR-V,5,50795.6,Budget,200k+
566,Ford,2007,2.8,Electric,Automatic,144854,Like New,86621.37,Mustang,19,7623.89,Premium,100k-150k
567,Audi,2016,1.5,Petrol,Manual,78004,Like New,69387.25,A4,10,7800.4,Premium,50k-100k
568,Mercedes,2014,3.4,Electric,Automatic,22072,Like New,56874.38,GLC,12,1839.33,Mid-Range,<50k
569,Toyota,2016,5.6,Hybrid,Automatic,81015,Like New,43089.18,Corolla,10,8101.5,Mid-Range,50k-100k
570,Audi,2022,1.2,Hybrid,Manual,225075,New,45927.65,Q5,4,56268.75,Mid-Range,200k+
571,Mercedes,2023,2.5,Petrol,Automatic,220010,New,10456.34,GLA,3,73336.67,Budget,200k+
572,BMW,2012,2.0,Electric,Automatic,72746,New,48216.46,3 Series,14,5196.14,Mid-Range,50k-100k
573,Audi,2018,2.2,Petrol,Automatic,176774,Like New,80568.22,Q5,8,22096.75,Premium,150k-200k
574,Tesla,2004,5.5,Electric,Manual,128259,New,41858.72,Model X,22,5829.95,Mid-Range,100k-150k
575,Toyota,2011,3.3,Electric,Manual,30916,Used,41440.22,Camry,15,2061.07,Mid-Range,<50k
576,Mercedes,2000,3.3,Hybrid,Manual,27268,New,6493.08,GLA,26,1048.77,Budget,<50k
577,Mercedes,2022,4.8,Hybrid,Automatic,175050,Like New,48494.35,E-Class,4,43762.5,Mid-Range,150k-200k
578,Mercedes,2004,1.8,Electric,Manual,243966,Used,7407.08,C-Class,22,11089.36,Budget,200k+
579,BMW,2007,3.4,Electric,Automatic,23259,Like New,59183.2,5 Series,19,1224.16,Mid-Range,<50k
580,Audi,2012,3.1,Electric,Automatic,79400,Used,53144.42,Q5,14,5671.43,Mid-Range,50k-100k
581,BMW,2007,4.0,Hybrid,Automatic,296437,Like New,84800.81,3 Series,19,15601.95,Premium,200k+
582,Honda,2022,6.0,Hybrid,Manual,111581,Like New,60269.16,Accord,4,27895.25,Mid-Range,100k-150k
583,Honda,2010,4.8,Diesel,Manual,7043,Used,35725.6,Accord,16,440.19,Budget,<50k
584,Audi,2000,3.0,Electric,Automatic,181502,New,54041.95,Q7,26,6980.85,Mid-Range,150k-200k
585,Tesla,2012,5.1,Diesel,Automatic,107009,Used,71472.1,Model Y,14,7643.5,Premium,100k-150k
586,BMW,2018,1.9,Electric,Manual,209137,Used,13926.56,X5,8,26142.12,Budget,200k+
587,Toyota,2023,1.2,Hybrid,Manual,161940,Used,64002.04,RAV4,3,53980.0,Mid-Range,150k-200k
588,Mercedes,2002,2.0,Diesel,Manual,288453,Used,92079.5,E-Class,24,12018.88,Premium,200k+
589,Mercedes,2023,2.7,Diesel,Automatic,285428,Used,33417.38,GLC,3,95142.67,Budget,200k+
590,Audi,2016,3.6,Petrol,Manual,113259,Like New,64529.38,A4,10,11325.9,Mid-Range,100k-150k
591,Tesla,2004,4.1,Electric,Manual,100804,Like New,83026.3,Model 3,22,4582.0,Premium,100k-150k
592,Honda,2019,5.6,Hybrid,Manual,69000,New,53621.61,Accord,7,9857.14,Mid-Range,50k-100k
593,Honda,2020,3.5,Petrol,Automatic,84179,New,73208.06,Accord,6,14029.83,Premium,50k-100k
594,Mercedes,2007,3.5,Petrol,Manual,291409,Used,34545.98,C-Class,19,15337.32,Budget,200k+
595,Audi,2013,1.3,Electric,Automatic,260226,New,34075.55,A3,13,20017.38,Budget,200k+
596,BMW,2003,1.2,Petrol,Automatic,23880,New,68420.48,X3,23,1038.26,Mid-Range,<50k
597,Honda,2010,3.8,Electric,Automatic,201264,Used,72013.84,Civic,16,12579.0,Premium,200k+
598,BMW,2019,3.2,Petrol,Manual,172438,Like New,94015.92,X5,7,24634.0,Premium,150k-200k
599,Tesla,2014,5.2,Electric,Manual,245352,Like New,26359.66,Model Y,12,20446.0,Budget,200k+
600,Honda,2018,1.8,Hybrid,Manual,67396,New,49480.67,Civic,8,8424.5,Mid-Range,50k-100k
601,Honda,2006,1.1,Electric,Automatic,279250,Like New,28798.78,CR-V,20,13962.5,Budget,200k+
602,Ford,2018,3.2,Electric,Manual,56731,Like New,12608.76,Focus,8,7091.38,Budget,50k-100k
603,Honda,2018,2.2,Diesel,Automatic,75010,New,43306.9,Fit,8,9376.25,Mid-Range,50k-100k
604,Toyota,2010,1.2,Hybrid,Manual,249091,Used,40537.67,Prius,16,15568.19,Mid-Range,200k+
605,Audi,2004,4.6,Hybrid,Manual,294743,New,30691.24,A4,22,13397.41,Budget,200k+
606,Audi,2004,1.6,Hybrid,Manual,71326,New,33214.51,A4,22,3242.09,Budget,50k-100k
607,BMW,2021,4.0,Petrol,Manual,248876,New,39239.12,3 Series,5,49775.2,Mid-Range,200k+
608,Tesla,2007,2.4,Diesel,Automatic,9004,Used,98939.58,Model 3,19,473.89,Premium,<50k
609,Honda,2009,1.9,Hybrid,Automatic,115018,Used,79380.99,Civic,17,6765.76,Premium,100k-150k
610,Toyota,2005,2.9,Petrol,Automatic,25792,Used,11783.11,Prius,21,1228.19,Budget,<50k
611,BMW,2014,5.0,Petrol,Automatic,54645,Used,87879.25,5 Series,12,4553.75,Premium,50k-100k
612,Ford,2015,3.0,Petrol,Manual,7232,New,65163.82,Fiesta,11,657.45,Mid-Range,<50k
613,BMW,2016,4.8,Diesel,Automatic,54766,Like New,89606.41,X5,10,5476.6,Premium,50k-100k
614,BMW,2007,1.6,Petrol,Automatic,120601,New,37462.42,X5,19,6347.42,Mid-Range,100k-150k
615,Honda,2007,4.9,Diesel,Automatic,81588,Used,49129.29,Fit,19,4294.11,Mid-Range,50k-100k
616,Ford,2008,2.2,Electric,Manual,179614,Like New,90141.57,Focus,18,9978.56,Premium,150k-200k
617,BMW,2001,4.4,Petrol,Automatic,5913,New,30894.45,X3,25,236.52,Budget,<50k
618,Toyota,2014,3.8,Hybrid,Automatic,112406,Like New,91972.58,RAV4,12,9367.17,Premium,100k-150k
619,Toyota,2017,5.6,Petrol,Manual,113693,Used,83707.47,Camry,9,12632.56,Premium,100k-150k
620,Audi,2002,2.9,Electric,Manual,93449,Like New,98153.0,Q7,24,3893.71,Premium,50k-100k
621,Ford,2016,1.3,Electric,Automatic,10567,Like New,35804.47,Mustang,10,1056.7,Budget,<50k
622,Ford,2003,1.1,Petrol,Automatic,38379,Used,27396.55,Focus,23,1668.65,Budget,<50k
623,Audi,2003,5.1,Electric,Manual,206040,Like New,36432.36,Q7,23,8958.26,Budget,200k+
624,BMW,2013,3.6,Diesel,Automatic,262463,New,95691.73,3 Series,13,20189.46,Premium,200k+
625,Ford,2008,4.9,Diesel,Manual,90005,Like New,36641.96,Fiesta,18,5000.28,Budget,50k-100k
626,Toyota,2008,2.2,Petrol,Automatic,223098,New,58695.12,Prius,18,12394.33,Mid-Range,200k+
627,Toyota,2022,2.7,Diesel,Automatic,4791,Like New,43349.53,Camry,4,1197.75,Mid-Range,<50k
628,Honda,2017,1.2,Diesel,Automatic,131401,Like New,42640.91,Fit,9,14600.11,Mid-Range,100k-150k
629,Ford,2009,5.8,Hybrid,Automatic,205459,Used,23370.97,Explorer,17,12085.82,Budget,200k+
630,BMW,2020,4.3,Petrol,Automatic,61032,Used,56022.56,X5,6,10172.0,Mid-Range,50k-100k
631,Audi,2003,5.7,Electric,Manual,175150,New,85693.4,A4,23,7615.22,Premium,150k-200k
632,Audi,2011,2.3,Petrol,Manual,21300,Used,9701.08,Q7,15,1420.0,Budget,<50k
633,BMW,2007,4.1,Diesel,Automatic,55609,Used,89476.53,X3,19,2926.79,Premium,50k-100k
634,Tesla,2001,4.4,Hybrid,Automatic,191634,Used,68219.93,Model 3,25,7665.36,Mid-Range,150k-200k
635,Mercedes,2021,2.6,Petrol,Automatic,90045,Used,63590.12,GLA,5,18009.0,Mid-Range,50k-100k
636,Honda,2012,5.2,Petrol,Manual,267847,Used,64460.52,Civic,14,19131.93,Mid-Range,200k+
637,Audi,2020,5.7,Diesel,Manual,223717,New,33145.63,Q7,6,37286.17,Budget,200k+
638,Ford,2015,5.4,Diesel,Manual,219162,New,44438.73,Focus,11,19923.82,Mid-Range,200k+
639,Honda,2001,4.7,Petrol,Manual,27676,Used,80932.55,Civic,25,1107.04,Premium,<50k
640,Ford,2010,2.4,Diesel,Manual,220412,Used,34106.2,Focus,16,13775.75,Budget,200k+
641,Tesla,2009,2.4,Diesel,Manual,176512,New,49651.92,Model X,17,10383.06,Mid-Range,150k-200k
642,Toyota,2014,5.8,Diesel,Manual,167995,Like New,6865.07,Corolla,12,13999.58,Budget,150k-200k
643,Honda,2016,1.1,Diesel,Manual,291946,New,74688.04,CR-V,10,29194.6,Premium,200k+
644,Audi,2007,4.6,Diesel,Automatic,124786,Like New,44681.71,A4,19,6567.68,Mid-Range,100k-150k
645,Honda,2017,4.5,Hybrid,Manual,68147,Used,54909.08,Accord,9,7571.89,Mid-Range,50k-100k
646,Honda,2022,4.1,Diesel,Manual,22075,Used,15895.49,Civic,4,5518.75,Budget,<50k
647,Honda,2008,6.0,Electric,Manual,205788,New,99212.85,Accord,18,11432.67,Premium,200k+
648,Mercedes,2007,2.6,Petrol,Manual,9304,Used,33734.44,GLA,19,489.68,Budget,<50k
649,Honda,2013,2.7,Hybrid,Automatic,129851,Like New,65324.02,Civic,13,9988.54,Mid-Range,100k-150k
650,Ford,2017,1.4,Hybrid,Manual,59622,Like New,60217.45,Fiesta,9,6624.67,Mid-Range,50k-100k
651,Toyota,2021,3.2,Diesel,Automatic,108654,New,79583.76,Camry,5,21730.8,Premium,100k-150k
652,Tesla,2019,2.3,Petrol,Automatic,249109,Like New,32914.51,Model S,7,35587.0,Budget,200k+
653,BMW,2019,2.7,Electric,Automatic,286172,New,76813.1,X3,7,40881.71,Premium,200k+
654,Honda,2020,5.2,Diesel,Manual,39328,New,41337.66,CR-V,6,6554.67,Mid-Range,<50k
655,Audi,2011,5.7,Petrol,Manual,289445,Like New,44060.29,Q5,15,19296.33,Mid-Range,200k+
656,Honda,2018,1.9,Diesel,Manual,218348,Like New,68907.69,Accord,8,27293.5,Mid-Range,200k+
657,Audi,2013,2.9,Diesel,Automatic,36845,Like New,79507.15,A3,13,2834.23,Premium,<50k
658,Ford,2016,5.6,Diesel,Automatic,76394,Like New,68352.33,Explorer,10,7639.4,Mid-Range,50k-100k
659,Audi,2023,1.3,Diesel,Automatic,175231,Like New,90488.55,Q7,3,58410.33,Premium,150k-200k
660,BMW,2020,1.5,Diesel,Automatic,80722,Like New,32090.11,3 Series,6,13453.67,Budget,50k-100k
661,Toyota,2002,1.8,Diesel,Manual,287374,Like New,90558.59,Corolla,24,11973.92,Premium,200k+
662,Audi,2022,4.0,Diesel,Manual,92554,Used,17432.03,A4,4,23138.5,Budget,50k-100k
663,Audi,2006,1.8,Electric,Manual,49262,New,67655.38,A4,20,2463.1,Mid-Range,<50k
664,Toyota,2016,5.8,Hybrid,Automatic,41722,New,57024.91,Corolla,10,4172.2,Mid-Range,<50k
665,BMW,2011,3.2,Electric,Automatic,171231,Like New,51990.41,X5,15,11415.4,Mid-Range,150k-200k
666,Honda,2008,3.5,Diesel,Manual,240740,New,34536.64,Civic,18,13374.44,Budget,200k+
667,Audi,2014,2.2,Diesel,Manual,87052,Like New,52854.61,A3,12,7254.33,Mid-Range,50k-100k
668,Toyota,2017,3.4,Electric,Automatic,100808,Used,20368.47,Camry,9,11200.89,Budget,100k-150k
669,Ford,2020,4.3,Electric,Manual,255416,New,40085.49,Explorer,6,42569.33,Mid-Range,200k+
670,Toyota,2012,4.8,Hybrid,Manual,262128,New,14374.69,Camry,14,18723.43,Budget,200k+
671,Ford,2020,4.8,Electric,Automatic,221281,Used,59325.43,Focus,6,36880.17,Mid-Range,200k+
672,BMW,2007,3.9,Hybrid,Automatic,246052,Used,14097.95,X5,19,12950.11,Budget,200k+
673,Honda,2013,5.5,Diesel,Automatic,104697,Used,20232.74,Fit,13,8053.62,Budget,100k-150k
674,Toyota,2007,5.1,Petrol,Manual,231572,New,13119.35,RAV4,19,12188.0,Budget,200k+
675,Tesla,2013,4.8,Petrol,Automatic,232842,New,41224.51,Model X,13,17910.92,Mid-Range,200k+
676,Tesla,2006,1.3,Petrol,Manual,96299,Used,84986.05,Model Y,20,4814.95,Premium,50k-100k
677,Mercedes,2022,1.0,Petrol,Manual,165746,Used,91155.16,GLC,4,41436.5,Premium,150k-200k
678,Audi,2011,2.1,Diesel,Automatic,149177,Used,11829.5,A3,15,9945.13,Budget,100k-150k
679,BMW,2010,4.3,Petrol,Manual,160811,Used,65282.26,X5,16,10050.69,Mid-Range,150k-200k
680,Toyota,2021,3.1,Electric,Automatic,163041,Used,70016.62,Prius,5,32608.2,Premium,150k-200k
681,Tesla,2021,3.0,Electric,Automatic,14497,Like New,55708.14,Model X,5,2899.4,Mid-Range,<50k
682,Audi,2010,5.4,Petrol,Manual,254204,Used,68363.56,Q5,16,15887.75,Mid-Range,200k+
683,Tesla,2021,5.5,Electric,Manual,257471,Like New,27200.62,Model Y,5,51494.2,Budget,200k+
684,Toyota,2012,5.5,Hybrid,Automatic,92019,New,51516.2,RAV4,14,6572.79,Mid-Range,50k-100k
685,Ford,2017,2.6,Diesel,Automatic,190326,New,42133.21,Explorer,9,21147.33,Mid-Range,150k-200k
686,Toyota,2001,4.5,Petrol,Automatic,109017,Like New,13522.26,Prius,25,4360.68,Budget,100k-150k
687,Mercedes,2020,2.4,Petrol,Automatic,218220,Used,64427.86,C-Class,6,36370.0,Mid-Range,200k+
688,Toyota,2014,2.0,Diesel,Automatic,105153,New,52045.44,Corolla,12,8762.75,Mid-Range,100k-150k
689,Toyota,2019,1.9,Electric,Automatic,33826,Used,31141.53,RAV4,7,4832.29,Budget,<50k
690,Mercedes,2017,2.7,Diesel,Manual,110034,Used,50000.1,C-Class,9,12226.0,Mid-Range,100k-150k
691,BMW,2014,3.1,Diesel,Manual,84242,Like New,78653.31,5 Series,12,7020.17,Premium,50k-100k
692,Toyota,2018,5.2,Electric,Manual,50100,New,81157.49,RAV4,8,6262.5,Premium,50k-100k
693,Mercedes,2022,1.6,Diesel,Manual,221171,New,66704.98,GLC,4,55292.75,Mid-Range,200k+
694,Audi,2023,4.7,Electric,Automatic,12809,Like New,49436.04,Q5,3,4269.67,Mid-Range,<50k
695,Ford,2011,3.7,Electric,Manual,64450,Used,59696.22,Explorer,15,4296.67,Mid-Range,50k-100k
696,Ford,2012,2.4,Diesel,Manual,111126,Used,41576.46,Focus,14,7937.57,Mid-Range,100k-150k
697,Toyota,2021,3.5,Hybrid,Automatic,264237,New,17022.85,RAV4,5,52847.4,Budget,200k+
698,BMW,2010,2.5,Electric,Manual,44498,Like New,41633.96,X5,16,2781.12,Mid-Range,<50k
699,BMW,2004,4.0,Diesel,Automatic,116251,Like New,55381.61,X3,22,5284.14,Mid-Range,100k-150k
700,Audi,2000,3.2,Electric,Automatic,40985,Used,61889.23,Q7,26,1576.35,Mid-Range,<50k
701,Toyota,2023,1.8,Hybrid,Automatic,294153,Used,93901.09,Corolla,3,98051.0,Premium,200k+
702,Ford,2002,1.6,Hybrid,Automatic,17718,Like New,78846.68,Fiesta,24,738.25,Premium,<50k
703,BMW,2021,3.7,Petrol,Automatic,278849,New,19439.29,X3,5,55769.8,Budget,200k+
704,Toyota,2018,5.5,Electric,Manual,62598,Used,21547.31,Prius,8,7824.75,Budget,50k-100k
705,Tesla,2022,2.7,Electric,Manual,274383,Like New,14547.0,Model 3,4,68595.75,Budget,200k+
706,BMW,2006,4.7,Diesel,Manual,46665,Like New,75127.26,3 Series,20,2333.25,Premium,<50k
707,Mercedes,2011,4.3,Electric,Automatic,294418,Like New,72081.62,C-Class,15,19627.87,Premium,200k+
708,Tesla,2014,5.7,Petrol,Manual,146075,New,98704.48,Model 3,12,12172.92,Premium,100k-150k
709,BMW,2004,5.1,Hybrid,Manual,161938,Used,54592.22,X5,22,7360.82,Mid-Range,150k-200k
710,Ford,2014,3.8,Hybrid,Manual,153060,Used,83509.42,Focus,12,12755.0,Premium,150k-200k
711,Honda,2007,4.3,Petrol,Manual,221516,Used,59761.79,CR-V,19,11658.74,Mid-Range,200k+
712,Tesla,2009,5.5,Electric,Automatic,136746,New,88038.24,Model Y,17,8043.88,Premium,100k-150k
713,Audi,2015,3.0,Electric,Manual,201610,Used,73497.0,A4,11,18328.18,Premium,200k+
714,Audi,2007,2.6,Petrol,Automatic,66446,Used,66073.98,A3,19,3497.16,Mid-Range,50k-100k
715,Ford,2000,1.1,Diesel,Automatic,29072,Used,58686.65,Mustang,26,1118.15,Mid-Range,<50k
716,BMW,2011,5.1,Hybrid,Manual,33717,Used,73682.2,3 Series,15,2247.8,Premium,<50k
717,Toyota,2004,5.0,Petrol,Automatic,218417,New,44867.12,Prius,22,9928.05,Mid-Range,200k+
718,BMW,2002,1.5,Petrol,Automatic,157723,Like New,14174.78,X3,24,6571.79,Budget,150k-200k
719,Ford,2000,3.9,Electric,Automatic,109525,Like New,8798.68,Focus,26,4212.5,Budget,100k-150k
720,Audi,2003,3.3,Hybrid,Automatic,213092,Used,50507.25,Q7,23,9264.87,Mid-Range,200k+
721,BMW,2007,1.6,Electric,Automatic,4646,Used,61932.7,3 Series,19,244.53,Mid-Range,<50k
722,Audi,2002,5.9,Petrol,Automatic,175403,Used,12490.66,A3,24,7308.46,Budget,150k-200k
723,Tesla,2009,2.1,Diesel,Automatic,284329,New,32255.84,Model S,17,16725.24,Budget,200k+
724,Toyota,2001,1.3,Hybrid,Manual,229728,Used,35593.06,Corolla,25,9189.12,Budget,200k+
725,Tesla,2010,4.0,Petrol,Manual,52107,New,58465.58,Model Y,16,3256.69,Mid-Range,50k-100k
726,Audi,2009,4.7,Petrol,Automatic,244865,Used,31455.83,Q5,17,14403.82,Budget,200k+
727,Audi,2020,1.2,Diesel,Automatic,279707,Used,14086.62,A3,6,46617.83,Budget,200k+
728,Honda,2013,4.3,Petrol,Manual,70729,Like New,20661.39,Accord,13,5440.69,Budget,50k-100k
729,Honda,2006,3.7,Petrol,Manual,277845,Used,21525.04,Civic,20,13892.25,Budget,200k+
730,Tesla,2001,1.5,Hybrid,Manual,200144,New,85056.02,Model S,25,8005.76,Premium,200k+
731,Mercedes,2008,1.9,Hybrid,Manual,215494,Like New,32010.37,GLC,18,11971.89,Budget,200k+
732,Tesla,2015,3.8,Hybrid,Automatic,252615,New,72895.71,Model X,11,22965.0,Premium,200k+
733,Honda,2012,2.5,Electric,Automatic,128331,Like New,58944.68,Fit,14,9166.5,Mid-Range,100k-150k
734,Audi,2008,5.7,Diesel,Manual,160482,New,97818.68,A4,18,8915.67,Premium,150k-200k
735,Ford,2019,5.1,Hybrid,Manual,99280,Like New,30918.15,Fiesta,7,14182.86,Budget,50k-100k
736,Tesla,2003,5.9,Electric,Manual,189787,New,20045.44,Model S,23,8251.61,Budget,150k-200k
737,Audi,2021,2.3,Electric,Manual,38665,New,9943.59,A3,5,7733.0,Budget,<50k
738,Ford,2009,5.8,Diesel,Automatic,278101,Used,27891.17,Explorer,17,16358.88,Budget,200k+
739,Ford,2021,3.2,Diesel,Manual,259285,Like New,69986.73,Focus,5,51857.0,Premium,200k+
740,Honda,2011,2.7,Petrol,Manual,163947,Like New,13099.53,CR-V,15,10929.8,Budget,150k-200k
741,Tesla,2016,1.3,Electric,Manual,113828,Used,28246.68,Model 3,10,11382.8,Budget,100k-150k
742,BMW,2013,1.3,Hybrid,Automatic,132698,New,86254.29,3 Series,13,10207.54,Premium,100k-150k
743,Toyota,2013,4.5,Diesel,Automatic,90815,New,60380.53,RAV4,13,6985.77,Mid-Range,50k-100k
744,Honda,2001,3.3,Electric,Automatic,194894,Like New,11604.55,Fit,25,7795.76,Budget,150k-200k
745,Honda,2020,2.1,Hybrid,Manual,203485,New,9529.9,Civic,6,33914.17,Budget,200k+
746,BMW,2019,4.1,Electric,Manual,164714,Like New,10806.67,X5,7,23530.57,Budget,150k-200k
747,Toyota,2010,2.3,Diesel,Manual,32356,Like New,94478.13,Prius,16,2022.25,Premium,<50k
748,Audi,2015,3.9,Petrol,Automatic,265953,New,85737.79,Q5,11,24177.55,Premium,200k+
749,Mercedes,2018,2.8,Electric,Automatic,297019,New,85269.3,C-Class,8,37127.38,Premium,200k+
750,Tesla,2022,5.1,Hybrid,Manual,241121,New,92800.59,Model 3,4,60280.25,Premium,200k+
751,Mercedes,2005,5.1,Diesel,Manual,271609,Used,52999.26,C-Class,21,12933.76,Mid-Range,200k+
752,Audi,2023,3.4,Petrol,Automatic,197167,Like New,28497.74,Q7,3,65722.33,Budget,150k-200k
753,Honda,2018,2.8,Hybrid,Manual,196322,New,43128.06,Fit,8,24540.25,Mid-Range,150k-200k
754,Toyota,2004,2.8,Hybrid,Manual,15250,Used,73292.09,Prius,22,693.18,Premium,<50k
755,Honda,2003,5.0,Hybrid,Manual,46023,New,88223.12,Accord,23,2001.0,Premium,<50k
756,Ford,2014,2.6,Electric,Automatic,101350,Like New,46333.64,Fiesta,12,8445.83,Mid-Range,100k-150k
757,Honda,2003,2.0,Diesel,Manual,177696,Used,55861.19,Fit,23,7725.91,Mid-Range,150k-200k
758,Honda,2019,1.4,Hybrid,Manual,16427,Like New,93519.38,Accord,7,2346.71,Premium,<50k
759,Audi,2009,3.3,Electric,Manual,210084,New,15212.37,A3,17,12357.88,Budget,200k+
760,Audi,2023,3.4,Diesel,Manual,134511,New,86918.43,A4,3,44837.0,Premium,100k-150k
761,Audi,2021,5.2,Diesel,Automatic,218403,New,20134.21,A3,5,43680.6,Budget,200k+
762,Mercedes,2002,2.1,Electric,Automatic,78672,Used,50966.83,E-Class,24,3278.0,Mid-Range,50k-100k
763,Ford,2004,2.9,Electric,Automatic,17300,Used,25750.2,Mustang,22,786.36,Budget,<50k
764,Audi,2005,5.0,Hybrid,Manual,19659,Used,62280.02,A3,21,936.14,Mid-Range,<50k
765,Toyota,2020,5.1,Diesel,Automatic,162475,Used,58064.48,Camry,6,27079.17,Mid-Range,150k-200k
766,Mercedes,2021,2.9,Petrol,Manual,245259,New,41100.7,GLC,5,49051.8,Mid-Range,200k+
767,BMW,2007,3.3,Electric,Automatic,10360,New,87013.83,X3,19,545.26,Premium,<50k
768,Toyota,2006,2.5,Diesel,Manual,283568,New,67682.27,Camry,20,14178.4,Mid-Range,200k+
769,Tesla,2020,5.7,Diesel,Automatic,98035,Used,73514.49,Model Y,6,16339.17,Premium,50k-100k
770,Tesla,2009,1.6,Hybrid,Automatic,48791,Used,19312.68,Model X,17,2870.06,Budget,<50k
771,Toyota,2005,5.7,Petrol,Automatic,199867,New,88900.74,RAV4,21,9517.48,Premium,150k-200k
772,Audi,2013,4.4,Hybrid,Manual,274444,New,20868.82,Q5,13,21111.08,Budget,200k+
773,BMW,2003,3.7,Petrol,Manual,33370,Used,26164.57,X5,23,1450.87,Budget,<50k
774,BMW,2012,1.2,Petrol,Manual,200903,Like New,17165.24,3 Series,14,14350.21,Budget,200k+
775,Mercedes,2019,3.4,Electric,Automatic,27209,New,46834.12,GLC,7,3887.0,Mid-Range,<50k
776,BMW,2016,3.0,Diesel,Manual,283071,New,89332.38,5 Series,10,28307.1,Premium,200k+
777,Tesla,2022,1.8,Diesel,Manual,34579,New,28982.51,Model 3,4,8644.75,Budget,<50k
778,Ford,2006,4.3,Diesel,Manual,271176,Used,40506.57,Mustang,20,13558.8,Mid-Range,200k+
779,Audi,2003,5.9,Petrol,Manual,93254,New,85376.31,A3,23,4054.52,Premium,50k-100k
780,BMW,2013,3.8,Diesel,Manual,113528,New,63692.45,3 Series,13,8732.92,Mid-Range,100k-150k
781,Mercedes,2002,4.6,Electric,Manual,223274,New,76403.56,GLA,24,9303.08,Premium,200k+
782,Tesla,2023,1.3,Petrol,Automatic,238292,New,25330.0,Model X,3,79430.67,Budget,200k+
783,Ford,2004,3.1,Petrol,Automatic,181026,New,73066.54,Focus,22,8228.45,Premium,150k-200k
784,Honda,2015,1.6,Petrol,Manual,248342,Like New,26623.0,CR-V,11,22576.55,Budget,200k+
785,Honda,2022,4.1,Petrol,Automatic,219437,Like New,98794.83,CR-V,4,54859.25,Premium,200k+
786,Ford,2019,5.7,Electric,Automatic,278076,New,58189.18,Fiesta,7,39725.14,Mid-Range,200k+
787,Tesla,2003,4.3,Diesel,Manual,287858,New,71085.73,Model 3,23,12515.57,Premium,200k+
788,Mercedes,2023,1.4,Electric,Manual,57803,New,16248.15,E-Class,3,19267.67,Budget,50k-100k
